Nomor,Kitab,Bab,indo
6824,Tauhid,Ajakan Nabi ﷺ kepada umatnya untuk mentauhidkan Allah Ta\'al',"'Dikala Nabi shallallahu 'alaihi wasallam mengutus Mu'adz ke negeri Yaman, Nabi berpesan: 'Wahai Mu'adz, engkau mendatangi kaum ahli kitab, maka jadikanlah materi dakwah pertama-tama yang engkau sampaikan adalah agar mereka mentauhidkan Allah ta'ala. Jika mereka telah sadar terhadap hal ini, beritah"
6821,Berpegang teguh terhadap kitab dan sunnah,Firman Allah Ta\'ala: {Dan ',"'Rasulullah Shallallahu'alaihiwasallam lantas memanggil Ali bin Abu Thalib dan Usamah bin Yazid radliyallahu'anhum, yakni saat wahyu belum turun, beliau menanyai dan meminta saran keduanya perihal perceraian terhadap isterinya. Adapun Usamah bin Zaid, ia memberi saran sejauh yang ia ketahui bahwa Ai"
6829,Tauhid,Firman Allah Ta\'ala: {Katakan wahai Muhammad: serulah Allah a',"'Kami di sisi Nabi shallallahu 'alaihi wasallam, lantas utusan salah seorang di antara kedua puteri beliau memanggilnya karena anak laki-lakinya diambang kematian. Lantas Nabi bersabda kepada sang utusan: 'Pulanglah engkau ke rumah anak puteriku, dan beritahukanlah kepadanya bahwa segala milik Allah"
6828,Tauhid,Firman Allah Ta\'ala: {Katakan wahai Muhammad: serulah Allah a','Rasulullah shallallahu 'alaihi wasallam bersabda: 'Allah tidak akan menyayangi siapa saja yang tidak menyayangi manusia.'
6825,Tauhid,Ajakan Nabi ﷺ kepada umatnya untuk mentauhidkan Allah Ta\'al',"'Nabi shallallahu 'alaihi wasallam bersabda: 'Wahai Mu'adz, tahukah kamu hak Allah atas hamba?' 'Allah dan rasul-Nya yang lebih tahu, ' Jawab Mu'adz. Nabi bersabda lagi: 'Yaitu agar mereka beribadah kepada-Nya dengan tidak menyekutukan-Nya dengan sesuatu apapun. Tahukah engkau apa hak mereka atas Al"
6836,Tauhid,Firman Allah Ta\'ala: {Dialah (Allah) yang maha kuasa dan maha','Terus saja -penghuninya- dimasukkan ke dalam Neraka.' (dalam jalur lain disebutkan) Dan telah berkata kepadaku Khalifah telah menceritakan kepada kami Yazid bin Zurai' telah menceritakan kepada kami Sa'id dari Qatadah dari Anas dan dari Mu'tamir aku mendengar bapakku dari Qatadah dari Anas dari Nab
6827,Tauhid,Ajakan Nabi ﷺ kepada umatnya untuk mentauhidkan Allah Ta\'al',"'bu Rijal Muhammad bin Abdurrahman menceritakan kepadanya dari Ibunya Amrah binti Abdurrahman yang dahulu dalam asuhan Aisyah isteri Nabi shallallahu 'alaihi wasallam, dari 'Aisyah, bahwa Nabi shallallahu 'alaihi wasallam pernah mengutus seorang laki-laki dalam sebuah eskpedisi militer, lantas laki-"
6834,Tauhid,Firman Allah Ta\'ala: {Raja manusia}',"'Pada hari kiamat Allah menggenggam bumi dan melipat langit dengan tangan kanan-Nya serta berkata 'Akulah sang raja, mana raja-raja bumi?' Dan Syu'aib dan Azzubaidi dan Ibn Musafir dan Ishaq bin Yahya juga berkata dari Az Zuhri dan Abu Salmah semisalnya.'"
6839,Tauhid,Firman Allah Ta\'ala: {Sesungguhnya Allah maha mendengar dan m',"'Wahai Rasulullah, ajarilah aku doa yang aku panjatkan dalam shalatku!' Nabi pun berkata: 'Ucapkanlah: ALLAAHUMMA INII ZHALAMTU NAFSII ZHULMAN KATSIIRAN WALAA YAGHFIRUDZDZUNUUBA ILLAA ANTA FAHGHFIRLII MIN INDIKA MAGHFIRATAN INNAKA ANTAL GHAFUURURRAHIIM '(Ya Allah, sesungguhnya aku telah menzhalimi d"
6833,Tauhid,"Firman Allah Ta\'ala: {Yang Maha Sejahtera, Yang Mengaruniakan'","Nabi shallallahu 'alaihi wasallam dan kami mengucapkan, 'ASSALAMU ALALLAHI (Semoga keselamatan atas Allah) ', maka beliau berkata: 'Sesungguhnya Allah adalah Assalaam', namun katakanlah olehmu sekalian: 'ATTAHIYAATULILLAH WA ASH SHALAWATU WATH THAYYIBAT ASSALAAMU ALAIKA AYYUHANNABIYU WA RAHMATULLAHI"
6832,Tauhid,"Firman Allah Ta\'ala: {Yang Mengetahui yang ghaib, maka Dia ti'","'Barangsiapa menceritakan kepadamu bahwa Muhammad Shallallahu'alaihiwasallam melihat Tuhannya berarti ia telah dusta, karena Allah berfirman: '(Ia tidak bisa dimengetahui oleh pandangan) ' (Qs. Al An'am: 103), dan barangsiapa menceritakan kepadamu bahwa ia tahu yang ghaib, berarti ia telah dusta, se"
6831,Tauhid,"Firman Allah Ta\'ala: {Yang Mengetahui yang ghaib, maka Dia ti'","'Kunci keghaiban ada lima; tidak mengetahuinya selain Allah, tidak ada yang mengetahui kandungan yang mengempes (gugur, berkurang) selain Allah, tidak ada yang mengetahui apa yang terjadi esok hari selain Allah, tidak ada yang mengetahui kapan hujan datang selain Allah, dan tidak ada siapapun manusi"
6835,Tauhid,Firman Allah Ta\'ala: {Dialah (Allah) yang maha kuasa dan maha',"'Nabishallallahu 'alaihi wasallam pernah memanjatkan doa: 'AUUDZU BI'IZZATILLAHILLLADZII LAA ILAAHA ILLAA ANTAL LADZII LAA YAMUUTU WAL JINNU WAL INSU YAMUUTUUTUUNA (Saya berlindung dengan kekuasaan Allah yang tiada sesembahan yang hak selain Dia, yang tidak pernah mati sedang jin dan manusia akan ma"
6830,Tauhid,Firman Allah Ta\'ala: {Dialah (Allah) sang permberi rizki yang',"'Nabi shallallahu 'alaihi wasallam Shallallahu'alaihiwasallam bersabda: 'Tidak ada seorang pun yang lebih bersabar atas gangguan yang didengarnya daripada Allah, ada manusia mengaku Allah mempunyai anak (yaitu orang nashrani), namun Allah masih juga memberi mereka kesehatan dan rejeki.'"
6840,Tauhid,Firman Allah Ta\'ala: {Sesungguhnya Allah maha mendengar dan m','Nabi shallallahu 'alaihi wasallam bersabda: 'Jibril memanggilku dan berkata: 'Sesungguhnya Allah mendengar ucapan kaummu namun mereka tidak bisa mencelakaimu'.'
6837,Tauhid,Firman Allah Ta\'ala: {Dialah Allah yang telah menciptakan lan',"'Nabi shallallahu 'alaihi wasallam berdoa diwaktu malam: 'ALLAAHUMMA LAKAL HAMDU ANTA RABBUS SAMAAWAATI WAL ARDLI LAKAL HAMD, ANTA QAYYIMUS SAMAAWAATI WAL ARDL WAMAN FIIHINNA, LAKAL HAMDU ANTA NUURUS SAMAAWAATI WAL ARDLI, QOULUKAL HAQQ, WAWA'DUKAL HAQQ, WALIQAA'UKA HAQQ, WAL JANNATU HAQQ WAN NAARU H"
6838,Tauhid,Firman Allah Ta\'ala: {Sesungguhnya Allah maha mendengar dan m',"'Pernah kami bersama Nabi shallallahu 'alaihi wasallam dalam sebuah safar, jika kami menaiki tempat yang tinggi maka kami bertakbir, dan beliau bersabda: 'Sederhanakanlah kalian dalam berdoa, sebab kalian tidak menyeru Dzat yang tuli dan tidak pula yang ghaib, sesungguhnya kalian menyeru Tuhan yang "
6844,Tauhid,Memohon dan berlindung dengan perantara nama-nama Allah',"'Jika salah seorang diantara kalian mendatangi kasurnya (tidur), hendaklah ia mengibaskannya dengan ujung kainnya sebanyak tiga kali, dan hendaklah memanjatkan doa BISMIKA RABBII WADLA'TU JANBII WABIKA ARFA'UHU, IN AMSAKTA NAFSII FAGHFIR LAHAA, WAIN ARSALTAHAA FAHFAHZH-HAA BIMAA TAHFAZHU BIHI 'IBAAD"
6849,Tauhid,Memohon dan berlindung dengan perantara nama-nama Allah',"'Wahai Rasulullah, di sini ada beberapa kaum yang baru saja meninggalkan kesyirikan (KeIslamannya baru-baru saja), mereka biasa membawakan daging untuk kami yang kami tidak tahu dengan menyebut nama Allah ataukah tidak (lantas bagaimana)? ' Nabi menjawab: 'Sebutlah oleh kalian nama Allah, dan makanl"
6841,Tauhid,Firman Allah Ta\'ala: {Dialah (Allah) yang berkuasa atas segal',"'Rasulullah Shallallahu'alaihiwasallam mengajari sahabat-sahabatnya untuk istikharah (meminta pilihan) dalam semua doanya sebagaimana beliau mengajarkan surat alquran kepada mereka, beliau sabdakan: 'Jika salah seorang dari kalian punya satu keinginan maka hendaklah ia kerjakan shalat dua rakaat (bu"
6846,Tauhid,Memohon dan berlindung dengan perantara nama-nama Allah',"'Nabi shallallahu 'alaihi wasallam jika mendatangi tempat tidurnya (tidur) di malam hari, maka beliau memanjatkan doa: 'BISMIKA NAMUUTU WA NAHYAA (Dengan nama-Mu kami mati dan hidup), dan apabila bangun beliau membaca doa: ALHAMDULILLAAHILLDAZII AHYAANAA BA'DA MAA AMAATANAA WAILAIHINNUSYUUR (Segala "
6850,Tauhid,Memohon dan berlindung dengan perantara nama-nama Allah',"'Nabi shallallahu 'alaihi wasallam pernah berkurban dengan dua kambing, beliau sebut nama Allah dan beliau bertakbir.'"
6848,Tauhid,Memohon dan berlindung dengan perantara nama-nama Allah',"'Aku pernah bertanya Nabi shallallahu 'alaihi wasallam, aku katakan, 'Saya biasa melepas anjingku yang terlatih! Nabi menjawab: 'Jika kau lepas anjingmu yang terlatih dengan kau sebut nama Allah, lantas anjingmu menerkam mangsanya, maka makanlah dari yang diterkamnya, dan jika kamu melempar dengan b"
6842,Tauhid,Yang membolak-balikkan hati','Sumpah yang paling sering dipergunakan oleh Nabi ShallAllahu 'alaihi wa Salam adalah 'Tidak! Ya Muqallibal quluub (Wahai Dzat yang membolak-balikkan hati)'.
6853,Tauhid,"Penjelasan mengenai dzat, sifat dan nama-nama Allah'","'Pernah Rasulullah Shallallahu'alaihiwasallam mengutus sepuluh orang sahabatnya yang di antaranya ialah Khubaib Al anshari, lantas Ubaidullah bin Iyadl memberitakan kepadaku bahwa anak perempuan Al Harits mengabarkan kepadanya, tatkala mereka (Banu Harits bin Amir bin Naufal) berkumpul, Khubaib bin "
6843,Tauhid,Sesungguhnya Allah memiliki sembilan puluh sembilan nama',"'Allah mempunyai sembilan puluh sembilan nama, seratus kurang satu, siapa yang meng-ihsha'nya, maka ia masuk surga.' Dan makna meng-ihsha' adalah menjaga sebagaimana firman Allah: 'Ahshainaa (Kami menjaganya) ' (Qs. Yasin: 12)."
6845,Tauhid,Memohon dan berlindung dengan perantara nama-nama Allah',"'Nabi shallallahu 'alaihi wasallam jika mendatangi kasurnya, beliau memanjatkan doa: ALLAAHUMMA BISMIKA AHYAA WA AMUUTU (Ya Allah, dengan nama-Mu aku hidup dan dengan nama-Mu aku meningga) ', sebaliknya jika beliau bangun di pagi hari, beliau membaca: ALHAMDU LILLAHIL LADZII AHYAANAA BA'DA MAA AMAAT"
6852,Tauhid,Memohon dan berlindung dengan perantara nama-nama Allah',"'Nabi shallallahu 'alaihi wasallam bersabda: 'Jangan kalian bersumpah dengan nama bapak-bapak kalian, dan barangsiapa bersumpah, hendaklah bersumpah dengan nama Allah.'"
6856,Tauhid,Firman Allah Ta\'ala: {Dan Allah memperingatkan kamu terhadap ',"'Nabi shallallahu 'alaihi wasallam bersabda: 'Aku berada dalam prasangka hamba-Ku, dan Aku selalu bersamanya jika ia mengingat-Ku, jika ia mengingat-Ku dalam dirinya, maka Aku mengingatnya dalam diri-Ku, dan jika ia mengingat-Ku dalam perkumpulan, maka Aku mengingatnya dalam perkumpulan yang lebih b"
6854,Tauhid,Firman Allah Ta\'ala: {Dan Allah memperingatkan kamu terhadap ',"'Tak ada seorangpun yang lebih cemburu daripada Allah, yang karena sifat cemburu-Nya Allah mengharamkan segala bentuk perbuatan keji, dan tak seorang pun yang lebih senang pujian daripada Allah.'"
6847,Tauhid,Memohon dan berlindung dengan perantara nama-nama Allah',"'Rasulullah shallallahu 'alaihi wasallam bersabda: 'Sekiranya salah seorang diantara kalian ingin mendatangi isterinya, maka panjatkanlah doa: 'BISMIKALLAAHUMMA JANNIBNASY WAJANNIBISYSYAITHAANA MAA RAZAQTANAA (Dengan nama Allah, jauhkanlah kami dari setan dan jauhkanlah setan yang Engkau anugerahkan"
6858,Tauhid,Firman Allah Ta\'ala {dan supaya kamu diasuh di bawah pengawas',"'Dajjal disebut-sebut di sisi Nabi shallallahu 'alaihi wasallam, lantas beliau berkomentar' 'Allah tidak samar bagi kalian, Allah tidak buta sebelah -sambil beliau mendemontrasikan dengan tangannya ke matanya- 'dan bahwasanya al masih addajjal buta sebelah kanan, seolah-olah matanya anggur yang menj"
6861,Tauhid,Firman Allah Ta\'ala: {yang telah Ku-ciptakan dengan kedua tan',"'Pada hari kiamat Allah mengumpulkan orang-orang mukmin, lalu mereka berkata, 'Tidak sebaiknyakah kita meminta syafaat kepada Rabb kita sehingga Dia bisa menjadikan kita merasa aman dari tempat kita sekarang ini? ' akhirnya mereka datangi Adam dan mereka sampaikan, 'Wahai Adam, bukankah engkau tahu "
6859,Tauhid,Firman Allah Ta\'ala {dan supaya kamu diasuh di bawah pengawas',"'Tidaklah Allah mengutus seorang nabi pun melainkan telah mengingatkan kaumnya terhadap si buta sebelah dan si pendusta, ingatlah bahwa dajjal adalah buta sebelah, sedang Rabb kalian tidak buta sebelah, tertulis diantara kedua matanya KAFIR.'"
6865,Tauhid,Firman Allah Ta\'ala: {yang telah Ku-ciptakan dengan kedua tan',"'Seorang laki-laki ahli kitab menemui nabi shallallahu 'alaihi wasallam dan berkata, 'Wahai Abul qasim, Allah memegang langit hanya dengan satu jari, semua pohon hanya dengan satu jari, semua bintang hanya dengan satu jari, seluruh makhluk hanya dengan satu jari, lalu Allah berfirman: 'Akulah sang r"
6864,Tauhid,Firman Allah Ta\'ala: {yang telah Ku-ciptakan dengan kedua tan',"'Dan Fudlail bin Ziyad di dalam hadis tersebut menambahkan, dari Manshur dari Ibrahim dari Abidah dari Abdullah lantas Rasulullah Shallallahu'alaihiwasallam terkagum-kagum seraya membenarkannya.'"
6855,Tauhid,Firman Allah Ta\'ala: {Dan Allah memperingatkan kamu terhadap ',"'Ketika Allah mencipta makhluk, Dia menulis dalam kitab-Nya yang Dia sendirilah yang menulis atas diri-Nya, dan itu diletakkan-Nya di sisiNya di atas 'arsy, 'Sesungguhnya rahmat-Ku lebih mengalahkan kemurkaan-Ku'.'"
6851,Tauhid,Memohon dan berlindung dengan perantara nama-nama Allah',"'Barangsiapa menyembelih sebelum shalat, hendaklah ia menyembelih kembali dengan sembelihan lain sebagai gantinya, dan barangsiapa belum menyembelih, hendaklah menyembelih dengan menyebut nama Allah.'"
6866,Tauhid,Sabda Nabi ﷺ: Tidak seorang pun yang lebih cemburu selain Al',"'Sa'd bin Ubadah berkata, 'Kalaulah kulihat seorang laki-laki bersama isteriku, niscaya aku penggal dia dengan pedang di bagian mata pedangnya, bukan dengan pinggirnya.' Berita ini kemudian terdengar oleh Rasulullah Shallallahu'alaihiwasallam, sehingga beliau bersabda: 'Adakah kalian merasa heran de"
6867,Tauhid,Katakanlah: Siapakah yang lebih kuat persaksiannya? Katakanlah',"'Nabi shallallahu 'alaihi wasallam pernah bertanya kepada seseorang: 'Apakah engkau mempunyai hapalan alquran? ' Ia menjawab, 'Ada, yaitu surat sedemikian sedemikian, ' yang ia sebut namanya.'"
6857,Tauhid,Firman Allah Ta\'ala: {Segala sesuatu akan binasa kecuali waja',"'Tatkala ayat berikut diturunkan: '(Katakanlah Hai Muhammad, Dia-lah yang Maha berkuasa mengirimkan siksaan untuk kalian dari atas kalian) ' (QS. Al An'am 65), Nabi shallallahu 'alaihi wasallam memanjatkan doa: 'Saya berlindung dengan wajah-Mu, ' lantas Allah berfirman: '(Atau dari bawah kakimu) ' ("
6860,Tauhid,"Firman Allah Ta\'ala {Dialah Allah Yang Menciptakan, Yang Meng'",'Nabi shallallahu 'alaihi wasallam bersabda: 'Tidaklah manusia yang dicipta melainkan Allah lah yang menciptanya.'
6868,Tauhid,"dan adalah singgasana-Nya di atas air (Al-An\'am: 7), Dia adal'","'Pernah aku di sisi Nabi shallallahu 'alaihi wasallam. Tiba-tiba ada sekelompok kaum dari bani Tamim mendatanginya dan berkata, 'Terimalah berita gembira wahai bani Tamim! Mereka menjawab, 'Engkau telah memberi kami kabar gembira, maka berikanlah! Lantas beberapa orang penduduk Yaman datang dan beli"
6862,Tauhid,Firman Allah Ta\'ala: {yang telah Ku-ciptakan dengan kedua tan',"'Tangan Allah selalu penuh, tidak kurang karena memberi nafkah, dan selalu dermawan baik siang maupun malam.' Beliau bersabda lagi: 'Bukankah kalian telah melihat apa yang dibelanjakan-Nya semenjak Dia mencipta langit dan bumi, dan tidak berkurang sedikit pun apa yang di tangan-Nya?' Beliau bersabda"
6863,Tauhid,Firman Allah Ta\'ala: {yang telah Ku-ciptakan dengan kedua tan',"'Pada hari kiamat Allah menggenggam bumi dan langit berada di tangan kanan-Nya, lantas Allah berfirman 'Aku lah sang raja'.' Sa'id meriwayatkannya dari Malik dan Umar bin Hamzah berkata, 'Aku mendengar Salim aku mendengar Ibn Umar dari Nabi shallallahu 'alaihi wasallam dengan hadis ini.' Dan Abul Ya"
6869,Tauhid,"dan adalah singgasana-Nya di atas air (Al-An\'am: 7), Dia adal'","'Tangan kanan Allah selalu penuh dan sama sekali tidak pernah kurang karena berderma (infak), Dia sangat dermawan baik malam maupun siang, tidakkah kalian tahu apa yang telah diinfakan-Nya semenjak Ia mencipta langit dan bumi dan itu semua tidak mengurangi apa yang berada di tangan kanan-Nya? Dan ar"
6870,Tauhid,"dan adalah singgasana-Nya di atas air (Al-An\'am: 7), Dia adal'","'Zaid bin Haritsah datang melaporkan keluh kesahnya, lantas Nabi shallallahu 'alaihi wasallam bersabda: 'Bertakwalah engkau kepada Allah, dan tahanlah isterimu.' Anas berkata, 'Kalaulah Rasulullah sudah merahasiakan sesuatu, beliau sungguh merahasiakannya.' Ketika itu Zainab binti Jahsyin membanggak"
6873,Tauhid,"dan adalah singgasana-Nya di atas air (Al-An\'am: 7), Dia adal'","'Barangsiapa beriman kepada Allah dan rasul-Nya, mendirikan shalat, dan berpuasa pada bulan Ramadlan, maka Allah berkewajiban memasukkannya kedalam surga, baik ia berhijrah fi sabilillah atau duduk di tempat tinggalnya tempat ia dilahirkannya.' Para sahabat berkata, 'Wahai Rasulullah, tidak sebaikny"
6871,Tauhid,"dan adalah singgasana-Nya di atas air (Al-An\'am: 7), Dia adal'","'Ayat hijab diturunkan tentang Zainab binti Jahsyin, yang ketika itu beliau Shallallahu'alaihiwasallam memberinya makan berupa roti dan daging, dan Zainab membanggakan diri kepada isteri-isteri Nabi shallallahu 'alaihi wasallam lainnya dengan berkata, 'Allah lah yang menikahkanku di langit.'"
6874,Tauhid,"dan adalah singgasana-Nya di atas air (Al-An\'am: 7), Dia adal'","'Aku masuk masjid sedang Rasulullah Shallallahu'alaihiwasallam duduk. Ketika matahari terbenam, beliau bertanya: 'Wahai Abu Dzar, tahukah engkau ke manakah matahari ini pergi?' Aku menjawab, 'Allah dan rasul-Nya lah yang lebih tahu! ' Nabi menjawab: 'Sesungguhnya matahari ini pergi meminta ijin untu"
6872,Tauhid,"dan adalah singgasana-Nya di atas air (Al-An\'am: 7), Dia adal'","'Ketika Allah menetapkan penciptaan, Dia tulis di sisi-Nya di atas arsy-Nya 'Rahmat-Ku lebih mendominasi kemurkaan-Ku'.'"
6875,Tauhid,"dan adalah singgasana-Nya di atas air (Al-An\'am: 7), Dia adal'","'Abu Bakar mengutus seseorang kepadaku dan Abu Khuzaimah Al Anshari, sehingga aku telusuri alquran dan hingga aku temukan akhir surat At Taubah, yang aku tidak menemukannya dengan seorang pun selain bersamanya, yaitu ayat: '(Telah datang kepada kalian seorang rasul dari kalian sendiri) ' (QS. Attaub"
6876,Tauhid,"dan adalah singgasana-Nya di atas air (Al-An\'am: 7), Dia adal'","'Jika susah, Nabi shallallahu 'alaihi wasallam memanjatkan doa: 'LAA-ILAAHA ILLALLAHUL 'ALIIMUL HALIIM, LAA-ILAAHA ILLALLAH RABBUL'ARSYIL 'AZHIIMI LAA-ILAAHA ILLALLAH RABBUS SAMAAWAATI WARABBUL ARDLI RABBUL'ASYIL KARIIMI (Tiada sesembahan yang hak selain Allah Yang Maha Mengetahui lagi Maha Bijaksan"
6879,Tauhid,Firman Allah Ta\'ala: {Malaikat-malaikat dan Jibril naik kepad',"nabi shallallahu 'alaihi wasallam membaca kalimat-kalimat berikut ketika susah: 'LAA ILAAHA ILLALLAHUL 'AZHIIM, LAA-ILAAHA ILLALLAH RABBUL'ARSYIL 'AZHIIMU, LAA-ILAAHA ILLALLAAH RABBUSSAMAAWAATI WARABBUL'ARSYIL KARIIM (Tiada sesembahan yang hak selain Allah Yang Maha agung, tiada sesembahan yang hak "
6877,Tauhid,"dan adalah singgasana-Nya di atas air (Al-An\'am: 7), Dia adal'","'Pada hari kiamat semua manusia pingsan, tak tahunya saya dan Musa berpegangan dengan salah satu penyangga 'arsy.' Sedang Al Majisyun berkata dari Abdullah bin Fadll dari Abu Salamah dari Abu Hurairah dari Nabi shallallahu 'alaihi wasallam, beliau bersabda: 'Dan aku menjadi manusia yang pertama-tama"
6881,Tauhid,Firman Allah Ta\'ala: {Malaikat-malaikat dan Jibril naik kepad',"'Aku bertanya nabi shallallahu 'alaihi wasallam mengenai kutipan ayat: '(dan matahari berjalan di persinggahannya) ' (Qs. Yasin: 38), beliau berkomentar: 'Persingghannya adalah di bawah 'Arsy.'"
6880,Tauhid,Firman Allah Ta\'ala: {Malaikat-malaikat dan Jibril naik kepad',"'Beberapa potongan emas didatangkan kepada nabi shallallahu 'alaihi wasallam, lantas beliau membaginya di antara empat orang.' Dan telah menceritakan kepadaku Ishaq bin Nashr telah menceritakan kepada kami 'Abdurrazaq telah mengabarkan kepada kami Sufyan dari Ayahnya dari Ibn Abu Nu'm dari Abu Sa'id"
6885,Tauhid,"Firman Allah Ta\'ala: {Wajah-wajah pada hari itu berseri-seri,'","'Apakah kalian kesulitan melihat bulan ketika malam purnama?' 'Tidak', Jawab para sahabat. Rasulullah bertanya lagi: 'Apakah kalian kesulitan melihat matahari ketika tidak ada mendung?' Para sahabat menjawab, 'Tidak ya Rasulullah.' Nabi bersabda: 'Sesungguhnya kalian akan melihat-Nya demikian pula A"
6882,Tauhid,"Firman Allah Ta\'ala: {Wajah-wajah pada hari itu berseri-seri,'","'Pernah kami duduk-duduk di sisi Nabi shallallahu 'alaihi wasallam. Tiba-tiba beliau melihat bulan yang ketika itu malam purnama, lantas beliau bersabda: 'Sungguh kalian akan melihat Tuhan kalian sebagaimana kalian melihat bulan ini, kalian tidak bakalan kesulitan melihatnya, maka jika kalian mampu "
6888,Tauhid,"Firman Allah Ta\'ala: {Wajah-wajah pada hari itu berseri-seri,'","'Jika Nabi shallallahu 'alaihi wasallam tahajjud di malam hari, beliau memanjatkan doa: 'ALLAAHUMA RABBANA LAKAL HAMDU ANTA QAYYIMUS SAMAAWAATI WAL ARDLI, WALAKAL HAMDU ANTA RABBUS SAMAAWAATI WAL ARDLI WAMAN FIIHINNA, WALAKAL HAMDU ANTA NUURUS SAMAAWAATI WAL ARDLI WAMAN FIIHINNA, ANTAL HAQQ, WAQULUK"
6878,Tauhid,Firman Allah Ta\'ala: {Malaikat-malaikat dan Jibril naik kepad',"'Di tengah-tengah kalian ada malaikat yang silih berganti bertugas mengiringi kalian diwaktu malam dan siang, mereka berkumpul ketika shalat 'ashr dan shalat subuh. Malaikat yang mengawasi amal kalian di malam hari naik ke langit lantas Allah bertanya mereka -dan Allah lebih tahu keadaan kalian- bag"
6891,Tauhid,"Firman Allah Ta\'ala: {Wajah-wajah pada hari itu berseri-seri,'","'Rasulullah shallallahu 'alaihi wasallam bersabda: 'Barangsiapa berambisi memperoleh harta seorang muslim dengan sumpah palsu, ia berjumpa Allah sedang Allah dalam keadaan murka kepadanya.' Abdullah berkata, 'Kemudian Rasulullah Shallallahu'alaihiwasallam membacakan pembenarannya dari kitabullah: '("
6893,Tauhid,"Firman Allah Ta\'ala: {Wajah-wajah pada hari itu berseri-seri,'","'Jaman berputar sebagaimana bentuknya seperti halnya ketika Allah mencipta langit dan bumi. Setahun ada dua belas bulan, empat diantaranya bulan haram, tiga bulan darinya berturut-turut, Dzul Qa'dah, Dzulhijjah dan Muharram, serta Rajab Mudlar yang berada diantara bulan Jumadil akhir dan Sya'ban. Se"
6883,Tauhid,"Firman Allah Ta\'ala: {Wajah-wajah pada hari itu berseri-seri,'",'Nabi shallallahu 'alaihi wasallam bersabda: 'Kalian akan melihat Rabb kalian dengan mata telanjang.'
6884,Tauhid,"Firman Allah Ta\'ala: {Wajah-wajah pada hari itu berseri-seri,'",'Kalian akan melihat Tuhan kalian pada hari kiamat sebagaimana kalian melihat bulan ini dengan tidak kesulitan melihatnya.'
6894,Tauhid,Firman Allah Ta\'ala: {Sesungguhnya rahmat Allah amat dekat ke',"'Anak laki-laki dari anak perempuan Nabi shallallahu 'alaihi wasallam sakit, lantas puteri Nabi mengutus seorang utusan yang inti pesannya agar beliau mendatanginya. Hanya nabi berhalangan dan menyampaikan pesan: 'INNAA LILLAAHI MAA AKHDZA WALAHU MAA A'THAA WAKULLUN ILAA AJALIN MUSAMMAA FAL TASHBIR "
6890,Tauhid,"Firman Allah Ta\'ala: {Wajah-wajah pada hari itu berseri-seri,'","'Ada dua surga dari perak, baik bejananya maupun isinya, dan ada dua surga terbuat dari emas, baik bejananya maupun isinya, dan tidak ada yang menghalangi sebuah kaum untuk melihat Rabb mereka selain selendang kesombongan di wajahnya di surga Adn.'"
6889,Tauhid,"Firman Allah Ta\'ala: {Wajah-wajah pada hari itu berseri-seri,'","'Tidaklah salah seorang diantara kalian kecuali ia akan diajak bicara oleh Rabbnya, antara dia dan Allah tidak ada seorang penerjemah, dan tidak pula hijab yang menghalanginya.'"
6896,Tauhid,Firman Allah Ta\'ala: {Sesungguhnya rahmat Allah amat dekat ke',"'Akan ada beberapa kaum memperoleh kehitaman-hitaman dari neraka, karena dosa-dosa yang pernah mereka lakukan sebagai hukuman atas mereka, kemudian Allah memasukkan mereka ke dalam surga dengan kurnia rahmat-Nya, mereka itulah yang dinamakan jahannamiyun (mantan penghuni neraka jahannam).' Sedang Ha"
6887,Tauhid,"Firman Allah Ta\'ala: {Wajah-wajah pada hari itu berseri-seri,'","Rasulullah shallallahu 'alaihi wasallam pernah mengutus seorang utusan ke Anshar dan mengumpulkan mereka dalam sebuah kubah (rumah bundar terbuat dari tanah liat) dan berkata, 'Bersabarlah kalian hingga kalian bertemu Allah dan rasul-Nya, sebab aku nanti berada di telaga.'"
6886,Tauhid,"Firman Allah Ta\'ala: {Wajah-wajah pada hari itu berseri-seri,'","'Kami bertanya, 'Ya Rasulullah, apakah kita akan melihat Tuhan kita pada hari kiamat?' Nabi balik bertanya: 'Apakah kalian merasa kesulitan melihat matahari dan bulan ketika terang benderang?' kami menjawab, 'Tidak.' Nabi meneruskan: 'Begitulah kalian tidak kesulitan melihat melihat Tuhan kalian ket"
6892,Tauhid,"Firman Allah Ta\'ala: {Wajah-wajah pada hari itu berseri-seri,'","'Ada tiga orang yang Allah tidak mengajak mereka bicara pada hari kiamat dan tidak pula melihat mereka, seseorang yang menyertakan sumpah dalam dagangannya sehingga bisa diberi lebih banyak daripada biasanya, dan ia dusta dalam sumpahnya. Seseorang yang melakukan sumpah dusta setelah 'ashar dengan a"
6900,Tauhid,Firman Allah Ta\'ala: {Dan sesungguhnya telah tetap janji Kami',"'enciptaan salah seorang diantara kalian dihimpun dalam perut ibunya selama empat puluh hari, atau empat puluh malam, kemudian menjadi segumpal darah dalam empat puluh hari berikutnya, kemudian menjadi segumpal daging dalam empat puluh hari berikutnya, kemudian Allah mengutus malaikat kepadanya dan "
